,Shed,Concretehouse,Cementroad,Dirtroad,Reinforcedslope,Reinforcedscarp,Dam,Vegetablefield,Grassland,Dryland,Woodland,Bareland,Waterline,Ditch,Others
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_1/Area_1_1,50058,244627,221664,0,0,0,0,35410,25650,0,155864,0,0,0,72525
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_1/Area_1_4,270222,14212,149693,0,9402,0,0,0,37939,0,25446,103087,71646,0,136253
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_1/Area_1_3,264256,42873,192910,0,10378,0,0,0,117799,0,129885,32915,68703,0,123219
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_7/Area_7_1,301228,0,121866,0,33005,0,0,3453,399334,9566,28528,21914,81033,0,75782
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_7/Area_7_3,234201,7426,53170,0,0,0,0,0,4530,0,31791,0,0,0,44397
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_7/Area_7_2,395277,0,112687,0,0,0,0,0,29572,0,48434,0,0,0,47384
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_4/Area_4_1,620481,0,176200,0,25128,0,0,0,226710,0,29871,33567,68741,0,58043
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_4/Area_4_4,68622,215912,196128,0,11117,0,0,8070,140792,6748,240232,13859,33750,0,58851
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_4/Area_4_3,3436,90403,174624,0,22433,0,0,1509,270457,0,38508,34629,70873,0,128749
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_4/Area_4_2,611694,0,58217,0,0,0,0,0,8344,0,11664,0,0,0,20728
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_9/Area_9_4,32312,9283,22451,1527,8134,0,0,0,16523,0,144723,29479,58188,0,17096
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_9/Area_9_3,66097,16743,23906,32409,0,0,0,0,26817,0,184235,5825,0,0,24353
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_9/Area_9_2,26365,18211,60480,40586,0,0,0,0,56102,0,0,102912,0,0,40322
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_9/Area_9_1,33647,47573,96445,64693,0,0,0,0,39351,0,4051,101815,0,0,41096
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_6/Area_6_4,0,0,32334,0,17600,0,0,11852,177444,7399,26751,12116,43885,0,34497
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_6/Area_6_1,0,300101,105333,0,0,0,0,0,35223,0,10359,0,0,0,26040
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_6/Area_6_2,0,266060,105140,0,0,0,0,0,7332,0,35965,0,0,0,17890
/data/Zhong_Shui/Pro_Data_preprocess/Work_3/Area_6/Area_6_3,0,193671,65201,0,0,0,0,0,30425,0,12749,0,0,0,17225
