,Shed,Concretehouse,Cementroad,Dirtroad,Reinforcedslope,Reinforcedscarp,Dam,Vegetablefield,Grassland,Dryland,Woodland,Bareland,Waterline,Ditch,Others
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_3,0.012170373272593252,0.0,0.006669997913394906,0.0,0.0,0.0,0.0,0.0,0.0013083666378271319,0.0,0.0,0.013810684105174364,0.011170497165307743,0.0,0.014956045581877806
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_1,0.10877565792531892,0.0,0.024436067518147975,0.0,0.0,0.0,0.0,0.0,0.006680113233496496,0.0,0.0,0.007435146993722721,0.011731002344345204,0.0,0.011471651380344552
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_11,0.02903836320532317,0.01956064585125275,0.01982961222091657,0.0,0.0,0.0,0.0,0.16392817972575655,0.0010452816346348199,0.43616107452429914,0.002834074845469995,0.009163778339920308,0.00013987301632328863,0.0,0.026433968035641995
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_16,0.04044837867810634,0.08879637109302181,0.06364777007808296,0.0017530969829991443,0.0,0.0,0.0,0.041939785898551546,0.025394226460576284,0.16724366816773825,0.0052576917171636255,0.014577474885332306,0.0,0.09997827000834675,0.06354316112733462
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_9,0.0,0.0,0.0,0.017672798631003312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064418805760372575,0.013726773101019598,0.0,0.0
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_15,0.06570022644717008,0.0829722195876817,0.02703087077325192,0.0,0.0006172838126095366,0.0,0.0,0.09069703975654843,0.021057494767709847,0.04829893016112658,0.00511816411362334,0.005900378234566886,0.00010640860295667115,0.0,0.026432574463770963
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_6,0.0,0.0,0.0,0.00937465124065325,0.0,0.0,0.0,0.0,0.0002304667406013952,0.0,0.0,0.009661284489086534,0.015365357943217,0.0,0.001139941790502947
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_8,0.0,0.0,0.0031296330869675037,0.018547022060191213,0.0,0.0,0.0,0.0,0.00024426266150050425,0.0,0.0,0.009759752157576762,0.01683563926464152,0.0,0.006845921816437319
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_7,0.0,0.0,0.0,0.012158913358878018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008207524591951029,0.015203861280413674,0.0,0.00040390358062033924
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_8/Area_8_5,0.026301075126006893,0.0,0.010426985294925157,0.004934944756519475,0.0,0.0,0.0,0.0,0.0013774531874459258,0.0,0.0,0.013952868625065217,0.009962169066395422,0.0,0.023341399791846816
