,Shed,Concretehouse,Cementroad,Dirtroad,Reinforcedslope,Reinforcedscarp,Dam,Vegetablefield,Grassland,Dryland,Woodland,Bareland,Waterline,Ditch,Others
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_12,18076,63868,75448,46782,160503,0,77413,0,45605,0,120774,538788,21499,0,61493
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_10,143015,21904,76530,7527,33176,0,0,0,240910,0,686000,124074,0,0,70249
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_6,0,7819,60685,0,47684,0,0,0,314712,0,100689,2115,0,0,86954
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_1,12151,0,52074,5799,168017,28557,226288,0,0,0,0,39784,318283,0,28496
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_3,9241,779,77626,0,22263,19165,391834,0,0,0,0,82932,66582,0,59526
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_2,5186,0,68829,0,88366,110410,38556,0,304965,0,620027,84303,4323,0,42919
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_9,26433,9190,291185,0,90571,0,85843,0,71722,0,0,155742,2165,0,74447
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_8,0,0,20323,0,50927,4908,197270,0,1653,0,0,0,157743,0,50116
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_7/Area_7_13,0,0,7452,51498,154227,0,0,0,6143,0,0,152580,651403,0,38652
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_6,0,0,9455,30560,135032,0,0,0,32102,0,0,285417,176455,0,16107
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_1,0,0,19736,7919,81326,0,0,0,21630,0,0,166402,232755,0,24485
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_4,0,0,6977,24218,116840,0,0,0,3875,0,0,186532,147758,0,14798
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_5,0,0,8127,32602,125459,0,0,0,15134,0,0,221775,158793,0,24615
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_3,0,0,6867,11036,94087,0,0,0,8961,0,0,189119,165334,0,8977
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_2,0,0,13818,14963,106591,0,0,0,10139,0,0,153416,152293,0,12504
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_8,0,0,8972,20005,136483,0,0,0,27269,0,0,218441,210454,0,12341
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_4/Area_4_7,0,0,41073,26434,120394,0,0,0,39227,0,0,302603,190323,0,6366
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_16,0,0,4977,2907,0,0,0,0,66541,0,480556,28553,430214,0,0
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_9,0,0,3650,0,43640,0,0,0,94213,0,599296,163340,407569,4464,121
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_4,0,0,2230,0,15088,0,0,0,16889,0,420687,30472,247820,3173,843
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_10,0,0,3471,0,30712,0,0,0,203861,0,544388,105506,430411,3475,199
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_15,0,0,0,7421,0,0,0,0,14694,0,503605,59889,465737,0,1747
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_1,0,50418,88272,0,59012,0,0,0,132723,0,154935,88379,159216,0,18762
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_8,0,0,1885,0,22643,0,0,0,29020,0,349401,52311,261472,2703,219
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_7,0,0,0,2361,0,0,0,0,54900,0,319718,81508,286830,0,0
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_6,0,0,1914,0,20458,0,0,0,28041,0,347647,44335,283114,3117,506
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_14,0,0,0,12966,0,0,0,0,63792,0,415939,141263,603371,0,0
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_5,0,0,2680,0,15702,0,0,0,21793,0,351492,43046,255127,5828,185
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_12,0,0,0,4080,0,0,0,0,74344,0,782052,90527,468615,0,122
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_11,0,0,95,4126,0,0,0,0,191766,0,772440,107314,442518,0,113
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_2,1525,4390,17690,0,17939,0,0,0,107986,0,273669,97887,309357,2890,12392
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_13,0,0,0,2571,0,0,0,0,30178,0,257801,133372,380447,0,0
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_6/Area_6_3,0,0,1873,0,12872,0,0,0,76879,0,363571,20934,230340,5079,5818
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_3,2366,0,30710,46025,0,0,0,0,63448,0,0,493134,2631,0,2649
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_6,0,13277,11751,17650,75870,0,0,0,218228,0,0,105486,193189,0,14217
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_12,0,0,13502,0,72436,118639,0,0,3748,0,0,1793,497573,0,37384
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_15,747,0,59386,0,28373,19921,0,0,214705,0,0,214958,0,0,38257
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_5,0,8649,26031,20261,47065,0,0,0,324094,0,0,269977,100509,0,8535
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_2,0,2187,29256,24696,83027,0,0,0,436578,0,0,194182,430420,0,4171
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_9,0,0,43371,5439,0,0,0,0,110266,0,0,470805,0,0,2627
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_10,0,0,31028,11223,83244,0,0,0,91067,0,0,198764,202912,0,120466
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_1,0,0,70478,21005,64421,0,0,0,239241,0,0,252880,198309,0,22180
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_7,1772,0,33725,0,144552,0,0,0,286748,0,0,112338,189973,0,96438
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_16,0,0,0,0,6671,225866,372795,0,16577,0,0,0,321020,0,83704
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_4,0,0,4390,0,118950,0,0,0,152086,0,0,4847,257218,0,18076
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_11,0,0,62561,0,69378,0,0,0,212759,0,0,390318,22851,0,18417
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_13,0,0,0,0,0,0,833274,0,0,0,0,0,957458,0,6110
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_8,0,0,37048,8930,86055,0,0,0,146667,0,0,87917,444580,0,107521
/data/Zhong_Shui/Pro_Data_preprocess/Work_1/Area_2/Area_2_14,0,0,13838,0,0,0,0,0,22768,0,0,203309,3231,0,9200
